id,code,type,volatility,threshold,absolute_threshold,policy_min_threshold,history_and_avg_absdelta,impact_score,missed_flag_sample,false_flag_sample,created_at,updated_at,special_term,mad,k_val,category
540,6800 legal & professional fees,opex,semi_variable,,,0.050,,,,,2026-06-01 13:41:57.949803+00,2026-06-02 19:49:15.364134+00,true,,0.25,
541,6801 accounting fees,opex,fixed,"[{""company"":{""id"":290402,""name"":""Dap Media, Inc""},""thresholds"":[{""value"":0.15,""flagrate"":0.29,""confidence"":0,""created_on"":""2026-06-03T14:55:32Z"",""closing_month"":""03-2026""},{""value"":0.05,""flagrate"":0.29,""confidence"":0,""created_on"":""2026-06-04T12:29:19Z"",""closing_month"":""12-2025""}]},{""company"":{""id"":279086,""name"":""Marketing 32 Group, LLC""},""thresholds"":[{""value"":0.05,""flagrate"":0.33,""confidence"":0,""created_on"":""2026-06-03T15:05:34Z"",""closing_month"":""03-2026""},{""value"":0.05,""flagrate"":0,""confidence"":0,""created_on"":""2026-06-04T12:47:50Z"",""closing_month"":""05-2025""}]}]",,0.050,"[{""company"":{""id"":290402,""name"":""Dap Media, Inc""},""history"":[{""01-2026"":2500},{""02-2026"":2500},{""03-2026"":5150},{""02-2025"":300},{""03-2025"":300},{""04-2025"":500},{""05-2025"":3500},{""06-2025"":2500},{""07-2025"":2500},{""08-2025"":2500},{""09-2025"":2500},{""01-2025"":300},{""10-2025"":2500},{""11-2025"":2500},{""12-2025"":2500}],""avg_absdelta"":0.57,""coefficient_of_variation"":2.69},{""company"":{""id"":279086,""name"":""Marketing 32 Group, LLC""},""history"":[{""01-2026"":2250},{""02-2026"":2310},{""03-2026"":2250},{""05-2025"":2512.84}],""avg_absdelta"":0.05,""coefficient_of_variation"":0.7}]",,,,2026-06-01 13:41:57.997+00,2026-06-02 19:49:15.364134+00,true,,0.25,
542,6803 professional services fees,opex,semi_variable,"[{""company"":{""id"":290402,""name"":""Dap Media, Inc""},""thresholds"":[{""value"":0.09,""flagrate"":0.88,""confidence"":0,""created_on"":""2026-06-03T14:55:53Z"",""closing_month"":""03-2026""},{""value"":0.05,""flagrate"":0.88,""confidence"":0,""created_on"":""2026-06-04T12:29:40Z"",""closing_month"":""12-2025""}]}]",,0.050,"[{""company"":{""id"":290402,""name"":""Dap Media, Inc""},""history"":[{""01-2026"":6577.16},{""02-2026"":11607.87},{""03-2026"":10392.87},{""03-2025"":665},{""07-2025"":4000},{""08-2025"":12672},{""10-2025"":43741.5},{""11-2025"":19077.16},{""12-2025"":19620.16}],""avg_absdelta"":1.47,""coefficient_of_variation"":1.07}]",,,,2026-06-01 13:42:08.497663+00,2026-06-02 19:49:15.364134+00,true,,0.25,
543,6001 indirect officer wages - km,opex,semi_variable,"[{""company"":{""id"":290228,""name"":""FORMM""},""thresholds"":[{""value"":0.05,""flagrate"":0.71,""confidence"":0,""created_on"":""2026-06-03T14:58:37Z"",""closing_month"":""03-2026""},{""value"":0.05,""flagrate"":0.71,""confidence"":0,""created_on"":""2026-06-04T12:33:18Z"",""closing_month"":""12-2025""}]}]",,0.050,"[{""company"":{""id"":290228,""name"":""FORMM""},""history"":[{""01-2026"":4735.91},{""02-2026"":5312.9},{""03-2026"":4794.72},{""03-2025"":4717.51},{""04-2025"":4598.22},{""06-2025"":6394.92},{""07-2025"":6011.88},{""11-2025"":6177.14},{""05-2025"":6236.5},{""08-2025"":5295.15},{""09-2025"":5287.07},{""10-2025"":4778.29},{""12-2025"":4888.1},{""01-2025"":4533.05},{""02-2025"":5169.71}],""avg_absdelta"":0.12,""coefficient_of_variation"":0.84}]",,,,2026-06-01 13:44:10.569341+00,2026-06-02 19:49:15.364134+00,true,,0.25,
544,6002 indirect officer wages - mm,opex,semi_variable,"[{""company"":{""id"":290228,""name"":""FORMM""},""thresholds"":[{""value"":0.12,""flagrate"":0.86,""confidence"":0,""created_on"":""2026-06-03T14:58:47Z"",""closing_month"":""03-2026""},{""value"":0.05,""flagrate"":1,""confidence"":0,""created_on"":""2026-06-04T12:33:26Z"",""closing_month"":""12-2025""}]}]",,0.050,"[{""company"":{""id"":290228,""name"":""FORMM""},""history"":[{""01-2026"":5178.75},{""02-2026"":4528.81},{""03-2026"":0},{""08-2025"":4952.12},{""11-2025"":4489.19},{""12-2025"":5744.3},{""02-2025"":6033.2},{""03-2025"":5636.93},{""09-2025"":6733.19},{""10-2025"":3266.65},{""01-2025"":7967.98},{""04-2025"":4080.59},{""05-2025"":4880.31},{""06-2025"":5974.27},{""07-2025"":8673.32}],""avg_absdelta"":0.33,""coefficient_of_variation"":0.68}]",,,,2026-06-01 13:44:28.239228+00,2026-06-02 19:49:15.364134+00,true,,0.25,
545,6005 medical insurance,opex,fixed,"[{""company"":{""id"":290228,""name"":""FORMM""},""thresholds"":[{""value"":0.05,""flagrate"":0.71,""confidence"":0,""created_on"":""2026-06-03T14:59:08Z"",""closing_month"":""03-2026""},{""value"":0.05,""flagrate"":0.71,""confidence"":0,""created_on"":""2026-06-04T12:33:50Z"",""closing_month"":""12-2025""}]}]",,0.050,"[{""company"":{""id"":290228,""name"":""FORMM""},""history"":[{""02-2026"":7988.14},{""03-2026"":6941.92},{""01-2026"":8022.14},{""01-2025"":1743.46},{""03-2025"":1471.23},{""07-2025"":5918.31},{""09-2025"":7044.76},{""10-2025"":7242.49},{""11-2025"":7021.78},{""12-2025"":7187.81},{""02-2025"":1916.68},{""04-2025"":7359.2},{""05-2025"":8215.92},{""06-2025"":7481.12},{""08-2025"":8306.22}],""avg_absdelta"":0.4,""coefficient_of_variation"":2.49}]",,,,2026-06-01 13:44:37.510156+00,2026-06-02 19:49:15.364134+00,true,,0.25,
546,6017 insurance,opex,fixed,"[{""company"":{""id"":290228,""name"":""FORMM""},""thresholds"":[{""value"":0.05,""flagrate"":0,""confidence"":0,""created_on"":""2026-06-03T14:59:37Z"",""closing_month"":""03-2026""},{""value"":0.05,""flagrate"":0,""confidence"":0,""created_on"":""2026-06-04T12:34:23Z"",""closing_month"":""12-2025""}]}]",,0.050,"[{""company"":{""id"":290228,""name"":""FORMM""},""history"":[{""01-2026"":459.24},{""02-2026"":484.34},{""03-2026"":303.8},{""07-2025"":513.05},{""08-2025"":446.06},{""09-2025"":464.37},{""10-2025"":459.22},{""03-2025"":514.65},{""05-2025"":513.04},{""06-2025"":513.04},{""11-2025"":459.22},{""12-2025"":459.22},{""01-2025"":602.23},{""02-2025"":578.81},{""04-2025"":513.04}],""avg_absdelta"":0.05,""coefficient_of_variation"":1.79}]",,,,2026-06-01 13:44:49.072964+00,2026-06-02 19:49:15.364134+00,true,,0.25,
547,6060 insurance expense,opex,fixed,,,0.050,,,,,2026-06-01 13:44:49.184833+00,2026-06-02 19:49:15.364134+00,true,,0.25,
548,6070 professional fees,opex,semi_variable,,,0.050,,,,,2026-06-01 13:44:49.228906+00,2026-06-02 19:49:15.364134+00,true,,0.25,
549,6075 accounting,opex,fixed,"[{""company"":{""id"":290228,""name"":""FORMM""},""thresholds"":[{""value"":0.05,""flagrate"":0.29,""confidence"":0,""created_on"":""2026-06-03T14:59:58Z"",""closing_month"":""03-2026""},{""value"":0.05,""flagrate"":0,""confidence"":0,""created_on"":""2026-06-04T12:34:51Z"",""closing_month"":""12-2025""}]}]",,0.050,"[{""company"":{""id"":290228,""name"":""FORMM""},""history"":[{""01-2026"":2297.88},{""02-2026"":2357.88},{""03-2026"":3247.88},{""01-2025"":2188.46},{""03-2025"":2188.46},{""04-2025"":2297.88},{""05-2025"":2297.88},{""07-2025"":2297.88},{""08-2025"":2297.88},{""12-2025"":2297.88},{""02-2025"":2258.46},{""06-2025"":2297.88},{""09-2025"":2772.88},{""10-2025"":2772.88},{""11-2025"":3770.02}],""avg_absdelta"":0.11,""coefficient_of_variation"":1.43}]",,,,2026-06-01 13:44:49.30456+00,2026-06-02 19:49:15.364134+00,true,,0.25,
550,6085 office rent,opex,fixed,"[{""company"":{""id"":290228,""name"":""FORMM""},""thresholds"":[{""value"":0.05,""flagrate"":0.36,""confidence"":0,""created_on"":""2026-06-03T15:00:27Z"",""closing_month"":""03-2026""},{""value"":0.05,""flagrate"":0.36,""confidence"":0,""created_on"":""2026-06-04T12:35:10Z"",""closing_month"":""12-2025""}]}]",,0.050,"[{""company"":{""id"":290228,""name"":""FORMM""},""history"":[{""01-2026"":14425.09},{""02-2026"":11525.09},{""03-2026"":11525.09},{""02-2025"":11761.83},{""03-2025"":11236.25},{""06-2025"":11525.09},{""07-2025"":8885.29},{""08-2025"":11525.09},{""11-2025"":14425.09},{""12-2025"":14425.09},{""01-2025"":13350.77},{""04-2025"":11236.25},{""05-2025"":11525.09},{""09-2025"":11525.09},{""10-2025"":11750.09}],""avg_absdelta"":0.08,""coefficient_of_variation"":1.26}]",,,,2026-06-01 13:44:49.42739+00,2026-06-02 19:49:15.364134+00,true,,0.25,
551,6400 rent & utilities expenses,opex,fixed,,,0.050,,,,,2026-06-01 13:49:39.313546+00,2026-06-02 19:49:15.364134+00,true,,0.25,
552,6401 rent,opex,fixed,"[{""company"":{""id"":290402,""name"":""Dap Media, Inc""},""thresholds"":[{""value"":0.32,""flagrate"":0.6,""confidence"":0,""created_on"":""2026-06-04T12:29:10Z"",""closing_month"":""12-2025""}]}]",,0.050,"[{""company"":{""id"":290402,""name"":""Dap Media, Inc""},""history"":[{""08-2025"":2225.22},{""09-2025"":328.95},{""10-2025"":328.95},{""11-2025"":328.95},{""12-2025"":-1947.49},{""07-2025"":353.95}],""avg_absdelta"":2.61,""coefficient_of_variation"":1.12}]",,,,2026-06-01 13:49:39.361126+00,2026-06-02 19:49:15.364134+00,true,,0.25,
553,6800 legal & professional services,opex,semi_variable,,,0.050,,,,,2026-06-01 13:49:50.251371+00,2026-06-02 19:49:15.364134+00,true,,0.25,
554,6801 accounting,opex,fixed,,,0.050,,,,,2026-06-01 13:49:50.297262+00,2026-06-02 19:49:15.364134+00,true,,0.25,
555,6010 payroll expenses - officer,opex,semi_variable,,,0.050,,,,,2026-06-01 13:52:38.485239+00,2026-06-02 19:49:15.364134+00,true,,0.25,
556,6011 officer pr - wages,opex,semi_variable,"[{""company"":{""id"":511616,""name"":""Kahn Media, Inc.""},""thresholds"":[{""value"":0.05,""flagrate"":1,""confidence"":0,""created_on"":""2026-06-03T15:00:18Z"",""closing_month"":""03-2026""}]}]",,0.050,"[{""company"":{""id"":511616,""name"":""Kahn Media, Inc.""},""history"":[{""02-2026"":9230.76},{""03-2026"":10153.84},{""10-2025"":17884.62},{""11-2025"":12884.62},{""12-2025"":17538.46},{""01-2026"":10153.84}],""avg_absdelta"":0.25,""coefficient_of_variation"":0.54}]",,,,2026-06-01 13:52:38.531591+00,2026-06-02 19:49:15.364134+00,true,,0.25,
557,6012 officer pr - taxes,opex,semi_variable,"[{""company"":{""id"":511616,""name"":""Kahn Media, Inc.""},""thresholds"":[{""value"":0.05,""flagrate"":0,""confidence"":0,""created_on"":""2026-06-03T15:00:28Z"",""closing_month"":""03-2026""}]},{""company"":{""id"":389099,""name"":""REAL HR HERO - THOMPSON HR CONSULTING""},""thresholds"":[{""value"":0.06,""flagrate"":0,""confidence"":0,""created_on"":""2026-06-03T15:13:20Z"",""closing_month"":""03-2026""},{""value"":0.12,""flagrate"":0.67,""confidence"":0,""created_on"":""2026-06-04T13:17:32Z"",""closing_month"":""12-2025""}]}]",,0.050,"[{""company"":{""id"":511616,""name"":""Kahn Media, Inc.""},""history"":[{""12-2025"":1541.06},{""01-2026"":577.39},{""02-2026"":706.14},{""03-2026"":776.77}],""avg_absdelta"":0.32,""coefficient_of_variation"":0.71},{""company"":{""id"":389099,""name"":""REAL HR HERO - THOMPSON HR CONSULTING""},""history"":[{""02-2026"":481.1},{""03-2026"":529.19},{""09-2025"":807.12},{""10-2025"":533},{""11-2025"":531.18},{""12-2025"":1061.86},{""01-2026"":885.77}],""avg_absdelta"":0.34,""coefficient_of_variation"":0.96}]",,,,2026-06-01 13:52:48.787651+00,2026-06-02 19:49:15.364134+00,true,,0.25,
558,6015 officer pr - commissions,opex,semi_variable,,,0.050,,,,,2026-06-01 13:52:48.901596+00,2026-06-02 19:49:15.364134+00,true,,0.25,
559,6300 insurance,opex,fixed,,,0.050,,,,,2026-06-01 13:52:48.948114+00,2026-06-02 19:49:15.364134+00,true,,0.25,
560,6302 officer's life,opex,semi_variable,"[{""company"":{""id"":511616,""name"":""Kahn Media, Inc.""},""thresholds"":[{""value"":0.34,""flagrate"":0.8,""confidence"":0,""created_on"":""2026-06-03T15:01:28Z"",""closing_month"":""03-2026""}]}]",,0.050,"[{""company"":{""id"":511616,""name"":""Kahn Media, Inc.""},""history"":[{""01-2026"":142.69},{""02-2026"":1813.19},{""03-2026"":142.69},{""10-2025"":142.69},{""11-2025"":142.69},{""12-2025"":1813.19}],""avg_absdelta"":5.05,""coefficient_of_variation"":1.08}]",,,,2026-06-01 13:52:48.992264+00,2026-06-02 19:49:15.364134+00,true,,0.25,
561,6450 rent expense,opex,fixed,"[{""company"":{""id"":511616,""name"":""Kahn Media, Inc.""},""thresholds"":[{""value"":0.05,""flagrate"":0.4,""confidence"":0,""created_on"":""2026-06-03T15:02:22Z"",""closing_month"":""03-2026""}]}]",,0.050,"[{""company"":{""id"":511616,""name"":""Kahn Media, Inc.""},""history"":[{""03-2026"":7999.01},{""10-2025"":8000.75},{""11-2025"":8000.75},{""12-2025"":10134.26},{""01-2026"":7999.01},{""02-2026"":7999.01}],""avg_absdelta"":0.1,""coefficient_of_variation"":1.24}]",,,,2026-06-01 13:53:00.05474+00,2026-06-02 19:49:15.364134+00,true,,0.25,
562,6550 legal & professional fees,opex,semi_variable,,,0.050,,,,,2026-06-01 13:53:10.308995+00,2026-06-02 19:49:15.364134+00,true,,0.25,
563,6551 accounting,opex,fixed,"[{""company"":{""id"":511616,""name"":""Kahn Media, Inc.""},""thresholds"":[{""value"":0.12,""flagrate"":0.8,""confidence"":0,""created_on"":""2026-06-03T15:02:31Z"",""closing_month"":""03-2026""}]}]",,0.050,"[{""company"":{""id"":511616,""name"":""Kahn Media, Inc.""},""history"":[{""10-2025"":1888.56},{""11-2025"":1142.52},{""12-2025"":-6948.14},{""01-2026"":6665},{""02-2026"":8690},{""03-2026"":9241.1}],""avg_absdelta"":1.96,""coefficient_of_variation"":1.35}]",,,,2026-06-01 13:53:10.354928+00,2026-06-02 19:49:15.364134+00,true,,0.25,
564,8001 depreciation,opex,fixed,"[{""company"":{""id"":511616,""name"":""Kahn Media, Inc.""},""thresholds"":[{""value"":0.05,""flagrate"":0.33,""confidence"":0,""created_on"":""2026-06-03T15:02:44Z"",""closing_month"":""03-2026""}]},{""company"":{""id"":290224,""name"":""Pittwater""},""thresholds"":[{""value"":0.05,""flagrate"":0.67,""confidence"":0,""created_on"":""2026-06-03T15:14:38Z"",""closing_month"":""12-2023""},{""value"":0.05,""flagrate"":0.67,""confidence"":0,""created_on"":""2026-06-03T15:18:06Z"",""closing_month"":""12-2023""}]}]",,0.050,"[{""company"":{""id"":511616,""name"":""Kahn Media, Inc.""},""history"":[{""12-2025"":11536.86},{""01-2026"":1690.86},{""02-2026"":1690.86},{""03-2026"":1690.86}],""avg_absdelta"":0.28,""coefficient_of_variation"":1.41},{""company"":{""id"":290224,""name"":""Pittwater""},""history"":[{""11-2023"":1258.14},{""12-2023"":1178.93},{""09-2023"":3759.43},{""10-2023"":1258.14}],""avg_absdelta"":0.24,""coefficient_of_variation"":1.24}]",,,,2026-06-01 13:53:20.47327+00,2026-06-02 19:49:15.364134+00,true,,0.25,
565,6600 insurance expenses,opex,fixed,"[{""company"":{""id"":279086,""name"":""Marketing 32 Group, LLC""},""thresholds"":[{""value"":0.05,""flagrate"":1,""confidence"":0,""created_on"":""2026-06-03T15:05:25Z"",""closing_month"":""03-2026""},{""value"":0.05,""flagrate"":0,""confidence"":0,""created_on"":""2026-06-04T12:47:50Z"",""closing_month"":""05-2025""}]}]",,0.050,"[{""company"":{""id"":279086,""name"":""Marketing 32 Group, LLC""},""history"":[{""01-2026"":269.51},{""03-2026"":539.02},{""05-2025"":229.8}],""avg_absdelta"":0.59,""coefficient_of_variation"":0.71}]",,,,2026-06-01 13:58:19.961106+00,2026-06-02 19:49:15.364134+00,true,,0.25,
566,6200 insurance,opex,fixed,"[{""company"":{""id"":290240,""name"":""Orange County Children's Therapeutic Arts Center""},""thresholds"":[{""value"":0.05,""flagrate"":0,""confidence"":0,""created_on"":""2026-06-04T13:05:22Z"",""closing_month"":""03-2026""}]}]",,0.050,"[{""company"":{""id"":290240,""name"":""Orange County Children's Therapeutic Arts Center""},""history"":[{""12-2025"":258.81},{""01-2026"":258.81},{""02-2026"":258.81},{""03-2026"":258.81},{""10-2025"":258.81},{""11-2025"":258.81}],""avg_absdelta"":0,""coefficient_of_variation"":0}]",,,,2026-06-01 14:05:07.400937+00,2026-06-02 19:49:15.364134+00,true,,0.25,
567,6351 accounting & legal fees,opex,fixed,"[{""company"":{""id"":290240,""name"":""Orange County Children's Therapeutic Arts Center""},""thresholds"":[{""value"":0.1,""flagrate"":0.8,""confidence"":0,""created_on"":""2026-06-04T13:05:32Z"",""closing_month"":""03-2026""}]}]",,0.050,"[{""company"":{""id"":290240,""name"":""Orange County Children's Therapeutic Arts Center""},""history"":[{""01-2026"":2339.07},{""02-2026"":2052.28},{""03-2026"":2116.5},{""10-2025"":5043.7},{""11-2025"":3301.73},{""12-2025"":6189.23}],""avg_absdelta"":0.4,""coefficient_of_variation"":0.78}]",,,,2026-06-01 14:05:15.857567+00,2026-06-02 19:49:15.364134+00,true,,0.25,
568,6353 professional & consulting,opex,semi_variable,"[{""company"":{""id"":290240,""name"":""Orange County Children's Therapeutic Arts Center""},""thresholds"":[{""value"":0.06,""flagrate"":0.8,""confidence"":0,""created_on"":""2026-06-04T13:05:41Z"",""closing_month"":""03-2026""}]}]",,0.050,"[{""company"":{""id"":290240,""name"":""Orange County Children's Therapeutic Arts Center""},""history"":[{""01-2026"":5665},{""02-2026"":10213},{""03-2026"":6138.22},{""10-2025"":13585},{""11-2025"":13998.48},{""12-2025"":6165}],""avg_absdelta"":0.37,""coefficient_of_variation"":0.78}]",,,,2026-06-01 14:05:26.430547+00,2026-06-02 19:49:15.364134+00,true,,0.25,
569,6453 rent & maintenance,opex,fixed,"[{""company"":{""id"":290240,""name"":""Orange County Children's Therapeutic Arts Center""},""thresholds"":[{""value"":0.05,""flagrate"":0,""confidence"":0,""created_on"":""2026-06-04T13:06:14Z"",""closing_month"":""03-2026""}]}]",,0.050,"[{""company"":{""id"":290240,""name"":""Orange County Children's Therapeutic Arts Center""},""history"":[{""02-2026"":12423.83},{""03-2026"":12726.59},{""10-2025"":13370.01},{""11-2025"":12997.39},{""12-2025"":12679.12},{""01-2026"":12589.23}],""avg_absdelta"":0.02,""coefficient_of_variation"":0.41}]",,,,2026-06-01 14:05:43.228917+00,2026-06-02 19:49:15.364134+00,true,,0.25,
570,6554 workers comp. insurance,opex,fixed,"[{""company"":{""id"":290240,""name"":""Orange County Children's Therapeutic Arts Center""},""thresholds"":[{""value"":0.05,""flagrate"":0.4,""confidence"":0,""created_on"":""2026-06-04T13:06:42Z"",""closing_month"":""03-2026""}]}]",,0.050,"[{""company"":{""id"":290240,""name"":""Orange County Children's Therapeutic Arts Center""},""history"":[{""10-2025"":4968.46},{""11-2025"":2976.36},{""12-2025"":4098.95},{""01-2026"":3972.41},{""02-2026"":3972.41},{""03-2026"":3972.41}],""avg_absdelta"":0.16,""coefficient_of_variation"":1.15}]",,,,2026-06-01 14:05:50.986921+00,2026-06-02 19:49:15.364134+00,true,,0.25,
571,8005 depreciation expense,opex,fixed,"[{""company"":{""id"":290240,""name"":""Orange County Children's Therapeutic Arts Center""},""thresholds"":[{""value"":0.05,""flagrate"":0,""confidence"":0,""created_on"":""2026-06-04T13:07:04Z"",""closing_month"":""03-2026""}]}]",,0.050,"[{""company"":{""id"":290240,""name"":""Orange County Children's Therapeutic Arts Center""},""history"":[{""10-2025"":170.03},{""11-2025"":152.53},{""12-2025"":152.53},{""01-2026"":199.18},{""02-2026"":199.18},{""03-2026"":199.18}],""avg_absdelta"":0.08,""coefficient_of_variation"":1.45}]",,,,2026-06-01 14:06:00.783581+00,2026-06-02 19:49:15.364134+00,true,,0.25,
572,6500 insurance,opex,fixed,,,0.050,,,,,2026-06-01 14:07:41.310307+00,2026-06-02 19:49:15.364134+00,true,,0.25,
573,6501 general liability insurance,opex,fixed,"[{""company"":{""id"":290224,""name"":""Pittwater""},""thresholds"":[{""value"":0.05,""flagrate"":0,""confidence"":0,""created_on"":""2026-06-03T15:09:27Z"",""closing_month"":""12-2025""},{""value"":0.05,""flagrate"":0.23,""confidence"":0,""created_on"":""2026-06-04T13:14:21Z"",""closing_month"":""02-2026""}]}]",,0.050,"[{""company"":{""id"":290224,""name"":""Pittwater""},""history"":[{""01-2025"":183},{""05-2025"":183},{""07-2025"":299.69},{""08-2025"":299.69},{""09-2025"":299.69},{""02-2025"":183},{""03-2025"":183},{""04-2025"":183},{""06-2025"":504.89},{""10-2025"":299.69},{""11-2025"":299.69},{""12-2025"":520.56},{""02-2026"":520.56},{""01-2026"":520.56}],""avg_absdelta"":0.22,""coefficient_of_variation"":2.21}]",,,,2026-06-01 14:07:41.363995+00,2026-06-02 19:49:15.364134+00,true,,0.25,
574,6502 business insurance,opex,fixed,"[{""company"":{""id"":290224,""name"":""Pittwater""},""thresholds"":[{""value"":0.05,""flagrate"":0,""confidence"":0,""created_on"":""2026-06-03T15:09:27Z"",""closing_month"":""12-2025""},{""value"":0.05,""flagrate"":0,""confidence"":0,""created_on"":""2026-06-03T15:13:05Z"",""closing_month"":""12-2023""},{""value"":0.05,""flagrate"":0,""confidence"":0,""created_on"":""2026-06-03T15:16:43Z"",""closing_month"":""12-2023""},{""value"":0.05,""flagrate"":0.28,""confidence"":0,""created_on"":""2026-06-04T13:14:30Z"",""closing_month"":""02-2026""}]}]",,0.050,"[{""company"":{""id"":290224,""name"":""Pittwater""},""history"":[{""01-2025"":402.05},{""02-2025"":402.05},{""04-2025"":402.05},{""07-2025"":495.05},{""08-2025"":495.05},{""10-2025"":495.05},{""12-2025"":495.05},{""03-2025"":402.05},{""05-2025"":402.05},{""06-2025"":495.05},{""09-2025"":495.05},{""11-2025"":495.05},{""06-2023"":121.08},{""08-2023"":99.59},{""09-2023"":113.58},{""10-2023"":113.58},{""01-2023"":133.46},{""02-2023"":121.08},{""05-2023"":121.08},{""07-2023"":122.83},{""11-2023"":113.58},{""12-2023"":113.58},{""03-2023"":121.08},{""04-2023"":136},{""01-2026"":495.05},{""02-2026"":495.05}],""avg_absdelta"":0.14,""coefficient_of_variation"":3.6}]",,,,2026-06-01 14:07:41.491962+00,2026-06-02 19:49:15.364134+00,true,,0.25,
575,6503 property insurance,opex,fixed,"[{""company"":{""id"":290224,""name"":""Pittwater""},""thresholds"":[{""value"":0.05,""flagrate"":0,""confidence"":0,""created_on"":""2026-06-03T15:09:27Z"",""closing_month"":""12-2025""},{""value"":0.05,""flagrate"":0.23,""confidence"":0,""created_on"":""2026-06-04T13:14:45Z"",""closing_month"":""02-2026""}]}]",,0.050,"[{""company"":{""id"":290224,""name"":""Pittwater""},""history"":[{""07-2025"":138.66},{""08-2025"":138.66},{""09-2025"":138.66},{""10-2025"":138.66},{""11-2025"":138.66},{""01-2025"":84.67},{""04-2025"":84.67},{""06-2025"":233.6},{""12-2025"":240.85},{""02-2025"":84.67},{""03-2025"":84.67},{""05-2025"":84.67},{""01-2026"":240.85},{""02-2026"":240.85}],""avg_absdelta"":0.22,""coefficient_of_variation"":2.21}]",,,,2026-06-01 14:07:41.605614+00,2026-06-02 19:49:15.364134+00,true,,0.25,
576,6505 vehicle insurance,opex,fixed,"[{""company"":{""id"":290224,""name"":""Pittwater""},""thresholds"":[{""value"":0.05,""flagrate"":0.11,""confidence"":0,""created_on"":""2026-06-03T15:09:27Z"",""closing_month"":""12-2025""},{""value"":0.05,""flagrate"":0,""confidence"":0,""created_on"":""2026-06-03T15:13:05Z"",""closing_month"":""12-2023""},{""value"":0.05,""flagrate"":0,""confidence"":0,""created_on"":""2026-06-03T15:16:43Z"",""closing_month"":""12-2023""},{""value"":0.05,""flagrate"":0.15,""confidence"":0,""created_on"":""2026-06-04T13:14:56Z"",""closing_month"":""02-2026""}]}]",,0.050,"[{""company"":{""id"":290224,""name"":""Pittwater""},""history"":[{""03-2025"":312.14},{""04-2025"":312.14},{""06-2025"":330.73},{""07-2025"":318.73},{""09-2025"":318.88},{""12-2025"":331.64},{""05-2025"":312.14},{""08-2025"":318.88},{""10-2025"":318.88},{""11-2025"":318.88},{""01-2025"":311.99},{""02-2025"":307.14},{""09-2023"":255.9},{""10-2023"":255.9},{""11-2023"":255.9},{""12-2023"":255.92},{""06-2023"":269.06},{""07-2023"":255.78},{""08-2023"":255.9},{""01-2026"":409.94},{""02-2026"":410.12}],""avg_absdelta"":0.03,""coefficient_of_variation"":2}]",,,,2026-06-01 14:07:41.721187+00,2026-06-02 19:49:15.364134+00,true,,0.25,
577,6600 professional services,opex,semi_variable,,,0.050,,,,,2026-06-01 14:07:51.684563+00,2026-06-02 19:49:15.364134+00,true,,0.25,
578,6601 tax & accounting services,opex,fixed,"[{""company"":{""id"":290224,""name"":""Pittwater""},""thresholds"":[{""value"":0.05,""flagrate"":0.43,""confidence"":0,""created_on"":""2026-06-03T15:09:35Z"",""closing_month"":""12-2025""},{""value"":0.05,""flagrate"":0.38,""confidence"":0,""created_on"":""2026-06-03T15:13:05Z"",""closing_month"":""12-2023""},{""value"":0.05,""flagrate"":0.43,""confidence"":0,""created_on"":""2026-06-03T15:16:43Z"",""closing_month"":""12-2023""},{""value"":0.05,""flagrate"":0.38,""confidence"":0,""created_on"":""2026-06-04T13:15:06Z"",""closing_month"":""02-2026""}]}]",,0.050,"[{""company"":{""id"":290224,""name"":""Pittwater""},""history"":[{""01-2025"":2829.75},{""04-2025"":2829.75},{""05-2025"":2829.75},{""06-2025"":2829.75},{""08-2025"":2829.75},{""09-2025"":3707.44},{""11-2025"":2829.75},{""02-2025"":2949.75},{""03-2025"":2829.75},{""07-2025"":2829.75},{""10-2025"":3479.75},{""12-2025"":2971.24},{""10-2023"":8695},{""11-2023"":5095},{""12-2023"":2695},{""01-2026"":2971.24},{""02-2026"":3081.24}],""avg_absdelta"":0.1,""coefficient_of_variation"":1.45}]",,,,2026-06-01 14:07:51.730841+00,2026-06-02 19:49:15.364134+00,true,,0.25,
